Date,Close,High,Low,Open,Volume
2016-01-01,120.2872,120.2872,120.2872,120.2872,0
2016-01-04,119.4367,119.5199,117.4721,118.5307,1428161
2016-01-05,117.3011,119.5106,116.3997,118.771,1466459
2016-01-06,114.4444,115.637,113.5753,115.4336,1611703
2016-01-07,110.6077,113.4644,110.1824,112.1146,4266967
2016-01-08,110.0345,111.7633,109.8588,111.2178,2787699
2016-01-11,110.469,112.0961,109.6832,111.9852,2460745
2016-01-12,112.0591,112.1146,110.4413,111.5784,2576036
2016-01-13,109.6,113.1131,109.4474,112.7248,1450399
2016-01-14,109.4428,110.5614,106.9097,110.2379,3462123
2016-01-15,108.9251,109.2209,106.1885,106.9281,2514210
2016-01-18,108.9251,108.9251,108.9251,108.9251,0
2016-01-19,110.5614,111.0699,108.4721,109.8218,1940661
2016-01-20,108.6847,109.6554,105.9851,108.7217,1876784
2016-01-21,108.3241,109.942,107.5938,109.2579,1307994
2016-01-22,109.9882,111.5807,109.0268,110.1084,1120825
2016-01-25,107.5291,110.2009,107.3811,109.9328,1199578
2016-01-26,109.4705,110.5522,107.6585,108.4351,1311744
2016-01-27,109.1562,111.393,108.6477,109.2024,1640753
2016-01-28,110.0252,111.3473,109.1562,109.7664,1977968
2016-01-29,117.1439,117.2086,112.1516,113.0576,3544679
2016-02-01,121.3504,121.7387,115.5769,115.9698,3556812
2016-02-02,120.9344,122.3489,119.298,121.1655,3985917
2016-02-03,123.3104,123.7819,120.9529,122.7649,3193173
2016-02-04,125.8805,126.6571,122.9221,123.2271,3496995
2016-02-05,125.3628,126.5739,124.7711,125.8805,2232241
2016-02-08,120.8789,124.0407,119.0669,123.8928,2775742
2016-02-09,122.4598,123.3843,119.0946,119.5199,1792771
2016-02-10,120.6016,124.3458,120.2965,122.8204,1501552
2016-02-11,117.6062,120.1855,116.5854,118.8542,2282093
2016-02-12,120.5091,121.0731,117.6616,119.0854,1200271
2016-02-15,120.5091,120.5091,120.5091,120.5091,0
2016-02-16,121.4336,122.0207,119.8989,121.9791,995872
2016-02-17,122.506,123.107,121.3596,122.6724,1282485
2016-02-18,121.2672,122.9174,120.7217,122.3951,1166396
2016-02-19,121.6,121.9421,119.1501,120.8327,1261320
2016-02-22,122.8851,123.8003,122.2934,122.8389,968877
2016-02-23,121.3042,122.5985,120.7126,122.0808,1055216
2016-02-24,121.6185,121.7849,116.8388,119.0669,809009
2016-02-25,122.9498,122.959,120.6016,122.127,684952
2016-02-26,123.5507,124.3181,122.9683,123.5692,893405
2016-02-29,122.4691,124.5862,122.4136,123.3566,1985766
2016-03-01,124.2441,125.0207,121.9513,123.6802,1416948
2016-03-02,124.0869,124.7896,122.6354,123.3381,1008600
2016-03-03,124.6971,125.6863,123.8882,124.355,1180013
2016-03-04,124.6139,125.9544,123.4953,125.4275,1334252
2016-03-07,124.808,125.7326,123.6802,124.5215,970746
2016-03-08,124.0869,124.8866,121.9791,123.8096,1016813
2016-03-09,124.5122,125.2703,123.5969,124.9097,10715817
2016-03-10,124.4382,125.8158,122.9775,125.2426,4564784
2016-03-11,126.1671,127.3782,124.808,125.7141,1388319
2016-03-14,125.9637,126.352,125.0484,125.7141,2843516
2016-03-15,123.9298,125.2518,123.5415,124.8728,1852718
2016-03-16,125.788,126.1486,123.107,123.2271,1681488
2016-03-17,130.3181,130.7249,125.9175,126.7495,2433743
2016-03-18,130.9005,131.9637,129.7172,130.4475,3138264
2016-03-21,130.0685,131.1501,129.181,130.5954,2058708
2016-03-22,132.2688,133.0269,129.1902,129.4306,2964542
2016-03-23,133.0639,133.0639,130.8451,131.7049,2713532
2016-03-24,131.0577,133.4614,130.6509,133.1656,1256019
2016-03-25,131.0577,131.0577,131.0577,131.0577,0
2016-03-28,132.3243,132.7958,131.2408,131.6124,1864252
2016-03-29,134.0808,134.9499,130.8451,131.5107,2146268
2016-03-30,134.2842,136.05,133.4707,134.0531,1460578
2016-03-31,133.1748,134.6818,132.4999,134.1733,1334743
